LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
26.0,34.0,19.0,1.0,6.0,32.0,25.0,0.21,16.0,2.0,25.0,1.0,74.0,8.0,0.29,117.0,1.0,86.32,29.13,73246.56,0.84,368.0,0.03,4069.25,2514.5,0.32,8.0,16.0,51.0,0.17,143.0,225.0,81.0,33.0,151.0,5.65,118.0,TRUE
2.0,17.0,0.0,14.0,0.0,32.0,9.0,0.56,16.0,2.0,1.0,0.11,33.0,1.0,0.0,2.0,1.0,85.3,11.0,10321.01,0.31,168.0,0.09,573.39,938.27,0.11,8.0,16.0,26.0,0.47,74.0,94.0,37.0,11.0,19.0,87.5,16.0,TRUE
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,2.0,1.0,0.0,10.0,2.0,16.53,6.43,683.19,0.04,26.0,0.16,37.96,106.27,1.0,0.0,0.0,3.0,0.08,9.0,17.0,7.0,10.0,12.0,0.0,10.0,FALSE
10.0,3.0,2.0,1.0,1.0,4.0,2.0,0.11,2.0,2.0,1.0,0.5,7.0,1.0,0.0,17.0,0.0,58.95,6.3,2339.72,0.12,73.0,0.16,129.97,371.38,0.5,1.0,2.0,7.0,0.07,35.0,38.0,25.0,9.0,30.0,10.53,18.0,TRUE
15.0,9.0,4.0,14.0,2.0,14.0,5.0,0.11,6.0,2.33,3.0,0.6,21.0,3.0,0.5,31.0,1.0,61.27,44.61,121958.52,0.91,446.0,0.02,6775.47,2733.66,0.6,4.0,7.0,18.0,0.08,151.0,295.0,44.0,26.0,63.0,34.04,45.0,FALSE
7.0,7.0,2.0,2.0,3.0,16.0,4.0,0.2,8.0,2.0,3.0,0.75,14.0,1.0,0.0,18.0,1.0,25.26,12.89,4196.59,0.11,64.0,0.08,233.14,325.6,0.25,4.0,8.0,12.0,0.13,29.0,35.0,18.0,16.0,31.0,21.74,20.0,TRUE
8.0,3.0,4.0,0.0,4.0,4.0,2.0,0.06,2.0,2.0,1.0,0.5,10.0,1.0,0.0,34.0,0.0,114.44,11.44,14989.46,0.44,209.0,0.09,832.75,1309.76,0.5,1.0,2.0,10.0,0.04,103.0,106.0,63.0,14.0,47.0,10.53,34.0,FALSE
7.0,5.0,5.0,0.0,0.0,4.0,3.0,0.23,2.0,2.0,3.0,1.0,15.0,1.0,0.0,13.0,0.0,27.68,4.38,529.87,0.04,31.0,0.23,29.44,121.11,0.33,1.0,2.0,14.0,0.11,10.0,21.0,8.0,7.0,28.0,0.0,13.0,FALSE
8.0,3.0,2.0,2.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,2.0,24.6,7.5,1383.58,0.06,42.0,0.13,76.87,184.48,0.5,1.0,2.0,7.0,0.11,20.0,22.0,12.0,9.0,19.0,20.0,10.0,FALSE
36.0,25.0,8.0,12.0,24.0,44.0,13.0,0.23,20.0,2.2,8.0,0.62,50.0,6.0,0.42,44.0,3.0,75.71,19.73,29480.66,0.5,237.0,0.05,1637.81,1494.0,0.46,12.0,22.0,39.0,0.11,109.0,128.0,58.0,21.0,117.0,45.0,56.0,TRUE
16.0,13.0,2.0,4.0,11.0,22.0,7.0,0.29,10.0,2.2,4.0,0.57,24.0,4.0,0.5,20.0,0.0,47.71,15.97,12167.64,0.25,135.0,0.06,675.98,761.92,0.57,6.0,11.0,19.0,0.13,62.0,73.0,33.0,17.0,52.0,42.86,24.0,TRUE
11.0,5.0,2.0,2.0,7.0,6.0,3.0,0.27,2.0,3.0,2.0,0.67,9.0,3.0,1.0,9.0,1.0,26.93,8.65,2013.44,0.08,47.0,0.12,111.86,232.85,1.0,2.0,3.0,8.0,0.1,21.0,26.0,17.0,14.0,30.0,50.0,11.0,FALSE
8.0,3.0,3.0,1.0,1.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,9.0,2.0,24.89,7.0,1219.6,0.06,38.0,0.14,67.76,174.23,0.5,1.0,2.0,7.0,0.1,14.0,24.0,12.0,12.0,20.0,18.18,10.0,FALSE
6.0,5.0,2.0,5.0,15.0,8.0,3.0,0.14,4.0,2.0,1.0,0.33,19.0,1.0,0.0,16.0,2.0,50.16,27.35,37530.39,0.46,247.0,0.04,2085.02,1371.98,0.33,2.0,4.0,18.0,0.07,106.0,141.0,31.0,16.0,43.0,55.56,21.0,FALSE
39.0,8.0,5.0,4.0,32.0,4.0,6.0,0.14,2.0,2.0,6.0,1.0,23.0,1.0,0.0,38.0,2.0,44.55,25.33,28593.41,0.38,198.0,0.04,1588.52,1128.69,0.17,1.0,2.0,19.0,0.05,88.0,110.0,33.0,19.0,114.0,48.65,42.0,TRUE
4.0,13.0,4.0,1.0,4.0,16.0,7.0,0.23,4.0,4.0,2.0,0.29,22.0,6.0,0.83,29.0,1.0,62.47,19.9,24732.36,0.41,215.0,0.05,1374.02,1242.99,0.86,6.0,10.0,17.0,0.18,97.0,118.0,39.0,16.0,39.0,14.71,30.0,TRUE
16.0,13.0,3.0,0.0,10.0,24.0,7.0,0.17,12.0,2.0,4.0,0.57,29.0,1.0,0.0,41.0,2.0,59.59,22.8,30993.01,0.45,232.0,0.04,1721.83,1359.05,0.14,6.0,12.0,24.0,0.1,110.0,122.0,41.0,17.0,68.0,19.61,41.0,FALSE
1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,4.0,1.0,0.0,7.0,1.0,12.73,6.75,580.17,0.03,22.0,0.15,32.22,85.95,1.0,0.0,0.0,5.0,0.11,9.0,13.0,6.0,9.0,9.0,0.0,7.0,FALSE
6.0,5.0,1.0,0.0,0.0,8.0,3.0,0.21,4.0,2.0,1.0,0.33,10.0,1.0,0.0,14.0,2.0,20.84,11.0,2521.73,0.08,50.0,0.09,140.1,229.25,0.33,2.0,4.0,9.0,0.14,22.0,28.0,12.0,12.0,21.0,0.0,14.0,FALSE
13.0,11.0,3.0,3.0,5.0,20.0,6.0,0.21,10.0,2.0,3.0,0.5,25.0,1.0,0.0,26.0,0.0,43.02,15.81,10760.54,0.23,127.0,0.06,597.81,680.41,0.17,5.0,10.0,21.0,0.13,61.0,66.0,27.0,14.0,48.0,23.53,29.0,FALSE
14.0,3.0,11.0,1.0,39.0,4.0,2.0,0.04,2.0,2.0,1.0,0.5,18.0,1.0,0.0,51.0,0.0,107.8,23.13,57647.66,0.83,384.0,0.04,3202.65,2492.87,0.5,1.0,2.0,18.0,0.02,185.0,199.0,72.0,18.0,106.0,43.96,52.0,TRUE
5.0,9.0,3.0,3.0,7.0,16.0,5.0,0.17,8.0,2.0,4.0,0.8,20.0,1.0,0.0,27.0,2.0,44.17,22.38,22130.78,0.33,178.0,0.04,1229.49,988.72,0.2,4.0,8.0,17.0,0.12,79.0,99.0,30.0,17.0,43.0,27.03,30.0,TRUE
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,0.0,14.8,3.5,181.32,0.02,14.0,0.29,10.07,51.81,1.0,0.0,0.0,3.0,0.14,6.0,8.0,6.0,7.0,7.0,0.0,6.0,FALSE
19.0,5.0,6.0,2.0,13.0,8.0,3.0,0.1,4.0,2.0,2.0,0.67,15.0,1.0,0.0,27.0,3.0,33.66,44.54,66768.32,0.5,278.0,0.02,3709.35,1499.06,0.33,2.0,4.0,14.0,0.05,131.0,147.0,25.0,17.0,62.0,35.71,29.0,TRUE
28.0,7.0,3.0,4.0,14.0,10.0,4.0,0.2,4.0,2.5,2.0,0.5,14.0,3.0,0.67,16.0,0.0,40.48,11.25,5123.16,0.15,85.0,0.09,284.62,455.39,0.75,3.0,5.0,12.0,0.05,39.0,46.0,26.0,15.0,78.0,52.94,20.0,TRUE
1.0,7.0,0.0,0.0,0.0,12.0,4.0,0.4,6.0,2.0,1.0,0.25,16.0,1.0,0.0,10.0,3.0,8.55,23.4,4683.66,0.07,48.0,0.04,260.2,200.16,0.25,3.0,6.0,14.0,0.33,18.0,30.0,5.0,13.0,12.0,0.0,10.0,FALSE
7.0,5.0,2.0,0.0,0.0,8.0,3.0,0.21,4.0,2.0,2.0,0.67,11.0,1.0,0.0,14.0,2.0,16.05,10.67,1827.2,0.06,39.0,0.09,101.51,171.3,0.33,2.0,4.0,10.0,0.14,16.0,23.0,9.0,12.0,22.0,0.0,14.0,FALSE
15.0,3.0,8.0,0.0,5.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,14.0,1.0,0.0,21.0,1.0,39.6,9.45,3540.14,0.12,73.0,0.11,196.67,374.44,0.5,1.0,2.0,14.0,0.05,32.0,41.0,22.0,13.0,42.0,19.23,21.0,TRUE
11.0,23.0,2.0,1.0,20.0,38.0,12.0,0.18,16.0,2.38,3.0,0.25,41.0,11.0,0.91,64.0,2.0,80.39,13.95,15650.31,0.37,183.0,0.07,869.46,1121.66,0.92,11.0,19.0,31.0,0.12,87.0,96.0,53.0,17.0,97.0,24.71,65.0,TRUE
24.0,7.0,4.0,2.0,12.0,12.0,4.0,0.12,6.0,2.0,4.0,1.0,19.0,1.0,0.0,31.0,2.0,44.69,18.75,15711.84,0.28,147.0,0.05,872.88,837.96,0.25,3.0,6.0,17.0,0.06,60.0,87.0,32.0,20.0,70.0,31.11,33.0,TRUE
6.0,3.0,1.0,1.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,9.0,4.0,16.01,13.0,2705.09,0.07,46.0,0.08,150.28,208.08,0.5,1.0,2.0,7.0,0.12,20.0,26.0,10.0,13.0,17.0,10.0,10.0,FALSE
21.0,16.0,4.0,1.0,0.0,0.0,15.0,0.16,0.0,0.0,15.0,1.0,55.0,1.0,0.0,90.0,1.0,48.01,47.92,110234.42,0.77,382.0,0.02,6124.13,2300.54,0.07,0.0,0.0,42.0,0.13,175.0,207.0,42.0,23.0,113.0,1.1,91.0,TRUE
9.0,1.0,10.0,0.0,9.0,0.0,1.0,0.07,0.0,0.0,1.0,1.0,11.0,1.0,0.0,14.0,4.0,61.82,6.52,2630.04,0.13,83.0,0.15,146.11,403.21,1.0,0.0,0.0,12.0,0.03,41.0,42.0,22.0,7.0,33.0,39.13,14.0,FALSE
6.0,1.0,0.0,0.0,12.0,0.0,1.0,0.09,0.0,0.0,1.0,1.0,4.0,1.0,0.0,11.0,1.0,41.61,8.71,3153.45,0.12,78.0,0.11,175.19,362.22,1.0,0.0,0.0,5.0,0.03,37.0,41.0,17.0,8.0,30.0,52.17,11.0,FALSE
6.0,6.0,2.0,0.0,10.0,0.0,5.0,0.18,0.0,0.0,5.0,1.0,13.0,1.0,0.0,28.0,2.0,34.89,17.35,10506.27,0.2,113.0,0.06,583.68,605.4,0.2,0.0,0.0,10.0,0.11,49.0,64.0,24.0,17.0,45.0,26.32,28.0,TRUE
7.0,1.0,1.0,0.0,6.0,0.0,1.0,0.06,0.0,0.0,1.0,1.0,2.0,1.0,0.0,16.0,0.0,65.88,6.11,2460.32,0.13,89.0,0.16,136.68,402.6,1.0,0.0,0.0,3.0,0.03,44.0,45.0,18.0,5.0,30.0,27.27,16.0,FALSE
18.0,1.0,8.0,0.0,19.0,0.0,1.0,0.07,0.0,0.0,1.0,1.0,11.0,1.0,0.0,14.0,0.0,54.8,5.0,1370.1,0.09,57.0,0.2,76.12,274.02,1.0,0.0,0.0,12.0,0.02,25.0,32.0,20.0,8.0,52.0,57.58,14.0,FALSE
37.0,48.0,0.0,1.0,48.0,80.0,27.0,0.23,40.0,2.0,1.0,0.04,93.0,13.0,0.46,116.0,4.0,111.77,28.44,90416.52,1.06,485.0,0.04,5023.14,3178.98,0.48,20.0,40.0,68.0,0.13,157.0,328.0,69.0,25.0,203.0,29.7,117.0,FALSE
0.0,13.0,0.0,0.0,0.0,18.0,7.0,1.0,6.0,3.0,1.0,0.14,19.0,7.0,1.0,7.0,1.0,23.57,7.11,1191.72,0.06,41.0,0.14,66.21,167.59,1.0,6.0,9.0,14.0,0.88,16.0,25.0,9.0,8.0,8.0,0.0,7.0,FALSE
28.0,15.0,11.0,6.0,27.0,28.0,8.0,0.2,14.0,2.0,8.0,1.0,38.0,1.0,0.0,35.0,0.0,122.69,12.57,19373.39,0.51,256.0,0.08,1076.3,1541.73,0.13,7.0,14.0,32.0,0.08,111.0,145.0,53.0,12.0,97.0,48.53,41.0,TRUE
8.0,7.0,2.0,1.0,4.0,12.0,4.0,0.12,6.0,2.0,3.0,0.75,29.0,1.0,0.0,33.0,1.0,85.6,21.6,39935.53,0.62,307.0,0.05,2218.64,1848.87,0.25,3.0,6.0,27.0,0.09,144.0,163.0,50.0,15.0,47.0,13.16,34.0,TRUE
13.0,5.0,1.0,6.0,42.0,8.0,3.0,0.23,4.0,2.0,2.0,0.67,10.0,1.0,0.0,7.0,2.0,23.64,9.31,2048.42,0.07,48.0,0.11,113.8,220.08,0.33,2.0,4.0,9.0,0.04,22.0,26.0,13.0,11.0,69.0,87.27,13.0,TRUE
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,FALSE
17.0,11.0,1.0,4.0,7.0,16.0,6.0,0.27,6.0,2.67,3.0,0.5,18.0,6.0,1.0,18.0,1.0,36.66,13.45,6637.2,0.16,94.0,0.07,368.73,493.31,1.0,5.0,8.0,14.0,0.13,37.0,57.0,22.0,16.0,47.0,37.93,22.0,TRUE
5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,5.0,1.0,0.0,10.0,0.0,46.73,9.56,4266.95,0.15,95.0,0.1,237.05,446.54,1.0,0.0,0.0,6.0,0.06,43.0,52.0,18.0,8.0,16.0,0.0,10.0,FALSE
28.0,11.0,5.0,9.0,27.0,18.0,6.0,0.16,8.0,2.25,5.0,0.83,27.0,4.0,0.6,28.0,1.0,60.67,14.77,13234.87,0.3,155.0,0.07,735.27,896.11,0.67,5.0,9.0,23.0,0.06,72.0,83.0,39.0,16.0,93.0,56.25,37.0,TRUE
3.0,5.0,1.0,1.0,3.0,8.0,3.0,0.27,4.0,2.0,1.0,0.33,11.0,1.0,0.0,10.0,1.0,12.86,14.78,2807.62,0.06,42.0,0.07,155.98,189.99,0.33,2.0,4.0,10.0,0.17,19.0,23.0,9.0,14.0,18.0,28.57,11.0,FALSE
2.0,7.0,2.0,0.0,0.0,8.0,4.0,0.31,4.0,2.0,3.0,0.75,15.0,1.0,0.0,13.0,0.0,14.24,12.75,2314.39,0.06,42.0,0.08,128.58,181.52,0.25,2.0,4.0,13.0,0.25,17.0,25.0,8.0,12.0,16.0,0.0,13.0,FALSE
3.0,26.0,4.0,4.0,1.0,32.0,14.0,0.33,10.0,3.2,5.0,0.36,43.0,9.0,0.62,38.0,1.0,39.75,37.71,56535.7,0.5,257.0,0.03,3140.87,1499.05,0.64,11.0,16.0,31.0,0.3,120.0,137.0,35.0,22.0,47.0,11.63,42.0,TRUE
1.0,9.0,3.0,0.0,1.0,14.0,5.0,0.36,6.0,2.33,3.0,0.6,19.0,3.0,0.5,14.0,1.0,27.69,10.11,2831.11,0.09,56.0,0.1,157.28,280.0,0.6,4.0,7.0,16.0,0.29,26.0,30.0,18.0,14.0,17.0,6.67,14.0,FALSE
4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,1.0,18.6,5.25,512.78,0.03,25.0,0.19,28.49,97.67,1.0,0.0,0.0,5.0,0.09,12.0,13.0,8.0,7.0,11.0,0.0,6.0,TRUE
14.0,5.0,4.0,4.0,19.0,6.0,3.0,0.18,2.0,3.0,2.0,0.67,12.0,3.0,1.0,13.0,3.0,34.91,12.87,5781.77,0.15,85.0,0.08,321.21,449.26,1.0,2.0,3.0,11.0,0.06,37.0,48.0,23.0,16.0,51.0,63.89,17.0,TRUE
0.0,5.0,6.0,1.0,0.0,6.0,3.0,0.13,2.0,3.0,2.0,0.67,15.0,3.0,1.0,23.0,2.0,48.96,17.75,15426.54,0.29,149.0,0.06,857.03,869.1,1.0,2.0,3.0,14.0,0.12,71.0,78.0,38.0,19.0,25.0,4.17,24.0,TRUE
