LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
11.0,7.0,1.0,1.0,11.0,12.0,4.0,0.13,6.0,2.0,1.0,0.25,20.0,1.0,0.0,31.0,0.0,51.31,17.5,15713.29,0.3,178.0,0.06,872.96,897.9,0.25,3.0,6.0,18.0,0.07,70.0,108.0,22.0,11.0,56.0,27.91,32.0,TRUE
10.0,5.0,4.0,3.0,6.0,8.0,3.0,0.12,4.0,2.0,3.0,1.0,17.0,1.0,0.0,22.0,0.0,30.3,16.5,8249.42,0.17,104.0,0.06,458.3,499.96,0.33,2.0,4.0,16.0,0.07,44.0,60.0,16.0,12.0,43.0,29.03,25.0,TRUE
1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.27,0.0,0.0,3.0,1.0,12.0,1.0,0.0,11.0,0.0,17.11,11.67,2329.28,0.07,47.0,0.09,129.4,199.65,0.33,0.0,0.0,11.0,0.21,21.0,26.0,9.0,10.0,14.0,0.0,11.0,FALSE
11.0,9.0,3.0,0.0,4.0,16.0,5.0,0.23,8.0,2.0,3.0,0.6,21.0,1.0,0.0,22.0,0.0,25.42,17.34,7647.27,0.15,89.0,0.06,424.85,440.92,0.2,4.0,8.0,18.0,0.13,37.0,52.0,16.0,15.0,39.0,15.38,22.0,FALSE
9.0,17.0,1.0,5.0,6.0,30.0,9.0,0.15,14.0,2.0,2.0,0.22,36.0,4.0,0.0,54.0,0.0,36.36,38.32,53395.15,0.46,241.0,0.03,2966.4,1393.31,0.44,8.0,15.0,29.0,0.12,99.0,142.0,31.0,24.0,76.0,16.92,59.0,TRUE
10.0,49.0,12.0,2.0,4.0,0.0,25.0,0.18,0.0,0.0,22.0,0.88,135.0,19.0,0.0,139.0,2.0,81.59,55.46,250956.7,1.51,706.0,0.02,13942.04,4525.03,0.76,0.0,0.0,112.0,0.16,299.0,407.0,62.0,23.0,156.0,4.14,141.0,FALSE
13.0,11.0,2.0,1.0,0.0,20.0,6.0,0.25,10.0,2.0,2.0,0.33,24.0,1.0,0.0,23.0,2.0,14.74,29.17,12541.67,0.14,86.0,0.03,696.76,430.0,0.17,5.0,10.0,20.0,0.15,35.0,51.0,12.0,20.0,39.0,4.17,24.0,FALSE
14.0,1.0,0.0,62.0,13.0,0.0,1.0,0.01,0.0,0.0,1.0,1.0,1.0,1.0,0.0,133.0,0.0,257.7,73.75,1401719.45,6.34,2867.0,0.01,77873.3,19006.37,1.0,0.0,0.0,2.0,0.0,1180.0,1687.0,88.0,11.0,224.0,36.06,195.0,TRUE
1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.03,0.0,0.0,1.0,1.0,1.0,1.0,0.0,34.0,0.0,132.54,12.21,19761.56,0.54,293.0,0.08,1097.86,1618.4,1.0,0.0,0.0,2.0,0.02,116.0,177.0,38.0,8.0,43.0,15.0,40.0,FALSE
13.0,19.0,4.0,1.0,17.0,32.0,10.0,0.26,12.0,2.0,6.0,0.6,45.0,8.0,0.0,37.0,3.0,64.06,30.39,59183.26,0.65,331.0,0.03,3287.96,1947.15,0.8,10.0,16.0,37.0,0.14,110.0,221.0,38.0,21.0,71.0,32.72,38.0,FALSE
4.0,3.0,1.0,1.0,1.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,5.0,1.0,0.0,9.0,0.0,11.2,8.0,716.99,0.03,25.0,0.13,39.83,89.62,0.5,1.0,2.0,5.0,0.12,8.0,17.0,4.0,8.0,17.0,18.18,10.0,TRUE
30.0,11.0,3.0,9.0,27.0,18.0,6.0,0.17,8.0,2.0,4.0,0.67,23.0,4.0,0.0,26.0,1.0,31.74,23.96,18214.54,0.25,141.0,0.04,1011.92,760.32,0.67,5.0,9.0,19.0,0.06,58.0,83.0,23.0,19.0,93.0,58.06,35.0,FALSE
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,8.98,2.5,56.15,0.01,8.0,0.4,3.12,22.46,1.0,0.0,0.0,2.0,0.14,2.0,6.0,2.0,5.0,7.0,0.0,3.0,FALSE
8.0,6.0,1.0,2.0,0.0,0.0,5.0,0.25,0.0,0.0,1.0,0.2,12.0,1.0,0.0,18.0,2.0,26.73,9.21,2266.4,0.08,53.0,0.11,125.91,246.12,0.2,0.0,0.0,9.0,0.17,17.0,36.0,12.0,13.0,30.0,10.0,20.0,TRUE
10.0,13.0,1.0,3.0,7.0,20.0,7.0,0.19,8.0,2.0,2.0,0.29,22.0,1.0,0.0,33.0,0.0,13.97,46.44,30142.12,0.22,135.0,0.02,1674.56,648.99,0.14,6.0,10.0,17.0,0.13,44.0,91.0,9.0,19.0,55.0,23.26,36.0,TRUE
28.0,31.0,6.0,5.0,35.0,54.0,16.0,0.16,24.0,2.0,9.0,0.56,59.0,8.0,0.0,95.0,2.0,50.7,37.73,72190.59,0.64,334.0,0.03,4010.59,1913.13,0.5,15.0,27.0,45.0,0.1,115.0,219.0,32.0,21.0,166.0,29.63,100.0,FALSE
2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,7.0,1.0,0.0,7.0,2.0,11.44,10.71,1313.83,0.04,30.0,0.09,72.99,122.62,0.5,1.0,2.0,7.0,0.17,15.0,15.0,7.0,10.0,12.0,0.0,7.0,FALSE
2.0,33.0,6.0,2.0,0.0,0.0,17.0,0.47,0.0,0.0,7.0,0.41,68.0,14.0,0.0,34.0,1.0,23.0,44.18,44903.55,0.34,184.0,0.02,2494.64,1016.34,0.82,0.0,0.0,53.0,0.44,81.0,103.0,22.0,24.0,39.0,5.56,36.0,FALSE
8.0,1.0,0.0,4.0,1.0,0.0,1.0,0.05,0.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,17.87,28.58,14596.38,0.17,138.0,0.03,810.91,510.66,1.0,0.0,0.0,2.0,0.03,49.0,89.0,6.0,7.0,33.0,21.74,22.0,TRUE
3.0,7.0,1.0,3.0,0.0,8.0,4.0,0.4,2.0,4.0,2.0,0.5,9.0,4.0,1.0,7.0,0.0,18.39,9.17,1545.09,0.06,39.0,0.11,85.84,168.56,1.0,3.0,4.0,7.0,0.27,15.0,24.0,9.0,11.0,15.0,30.0,10.0,TRUE
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,8.51,8.0,544.91,0.02,19.0,0.13,30.27,68.11,1.0,0.0,0.0,3.0,0.14,8.0,11.0,4.0,8.0,7.0,0.0,5.0,FALSE
20.0,7.0,6.0,11.0,8.0,4.0,5.0,0.13,2.0,2.0,5.0,1.0,21.0,1.0,0.0,29.0,0.0,43.45,17.02,12581.62,0.25,131.0,0.06,698.98,739.35,0.2,1.0,2.0,18.0,0.07,47.0,84.0,29.0,21.0,70.0,39.58,40.0,TRUE
10.0,3.0,0.0,1.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,8.0,1.0,12.69,7.58,729.6,0.03,26.0,0.13,40.53,96.21,0.5,1.0,2.0,6.0,0.1,13.0,13.0,6.0,7.0,21.0,11.11,9.0,FALSE
54.0,15.0,5.0,12.0,27.0,28.0,8.0,0.07,14.0,2.0,3.0,0.38,54.0,1.0,0.0,105.0,0.0,108.11,36.96,147695.29,1.33,666.0,0.03,8205.29,3996.0,0.13,7.0,14.0,48.0,0.04,290.0,376.0,51.0,13.0,200.0,27.08,117.0,TRUE
27.0,15.0,4.0,10.0,13.0,28.0,8.0,0.12,14.0,2.0,6.0,0.75,39.0,1.0,0.0,56.0,5.0,34.93,44.48,69108.13,0.52,290.0,0.02,3839.34,1553.69,0.13,7.0,14.0,33.0,0.07,139.0,151.0,25.0,16.0,112.0,29.11,66.0,TRUE
5.0,5.0,0.0,9.0,1.0,8.0,3.0,0.18,4.0,2.0,1.0,0.33,12.0,1.0,0.0,8.0,0.0,27.73,19.25,10275.27,0.18,118.0,0.05,570.85,533.78,0.33,2.0,4.0,11.0,0.12,42.0,76.0,12.0,11.0,25.0,55.56,17.0,TRUE
26.0,5.0,1.0,10.0,7.0,8.0,3.0,0.06,4.0,2.0,1.0,0.33,17.0,1.0,0.0,38.0,0.0,30.09,43.27,56334.14,0.43,277.0,0.02,3129.67,1302.02,0.33,2.0,4.0,16.0,0.04,118.0,159.0,15.0,11.0,83.0,30.91,48.0,TRUE
0.0,6.0,1.0,0.0,0.0,0.0,5.0,0.26,0.0,0.0,5.0,1.0,12.0,1.0,0.0,19.0,4.0,25.77,10.18,2670.15,0.09,54.0,0.1,148.34,262.33,0.2,0.0,0.0,9.0,0.25,19.0,35.0,14.0,15.0,20.0,0.0,19.0,FALSE
6.0,3.0,4.0,8.0,5.0,4.0,2.0,0.07,2.0,2.0,2.0,1.0,24.0,1.0,0.0,20.0,0.0,38.14,38.52,56592.42,0.49,282.0,0.03,3144.02,1469.07,0.5,1.0,2.0,24.0,0.05,113.0,169.0,22.0,15.0,41.0,39.39,28.0,TRUE
12.0,23.0,2.0,13.0,11.0,40.0,12.0,0.22,18.0,2.0,2.0,0.17,47.0,3.0,0.0,41.0,0.0,60.51,22.95,31869.45,0.46,250.0,0.04,1770.53,1388.65,0.25,11.0,20.0,37.0,0.15,81.0,169.0,30.0,17.0,79.0,36.92,54.0,TRUE
3.0,5.0,1.0,1.0,0.0,8.0,3.0,0.27,4.0,2.0,2.0,0.67,8.0,1.0,0.0,10.0,0.0,22.99,4.44,454.16,0.03,25.0,0.23,25.23,102.19,0.33,2.0,4.0,7.0,0.19,10.0,15.0,9.0,8.0,16.0,9.09,11.0,TRUE
3.0,7.0,2.0,17.0,1.0,8.0,4.0,0.21,2.0,4.0,2.0,0.5,11.0,4.0,1.0,2.0,1.0,21.96,14.0,4304.47,0.1,70.0,0.07,239.14,307.46,1.0,3.0,4.0,9.0,0.16,21.0,49.0,9.0,12.0,25.0,90.0,19.0,TRUE
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,7.92,6.0,285.29,0.02,15.0,0.17,15.85,47.55,0.5,1.0,2.0,6.0,0.25,6.0,9.0,3.0,6.0,8.0,0.0,5.0,FALSE
2.0,1.0,3.0,0.0,6.0,0.0,1.0,0.07,0.0,0.0,1.0,1.0,10.0,1.0,0.0,14.0,0.0,41.04,6.42,1689.97,0.09,62.0,0.16,93.89,263.37,1.0,0.0,0.0,11.0,0.04,22.0,40.0,12.0,7.0,24.0,30.0,14.0,FALSE
3.0,11.0,4.0,0.0,0.0,0.0,6.0,0.46,0.0,0.0,5.0,0.83,26.0,1.0,0.0,13.0,0.0,26.14,14.06,5163.5,0.12,85.0,0.07,286.86,367.36,0.17,0.0,0.0,22.0,0.27,23.0,62.0,9.0,11.0,22.0,0.0,13.0,FALSE
2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,17.58,6.0,632.92,0.04,27.0,0.17,35.16,105.49,1.0,0.0,0.0,2.0,0.1,8.0,19.0,6.0,9.0,10.0,50.0,6.0,TRUE
23.0,23.0,10.0,8.0,19.0,42.0,12.0,0.21,20.0,2.0,6.0,0.5,67.0,6.0,0.0,50.0,2.0,117.86,30.67,110843.58,1.2,533.0,0.03,6157.98,3614.46,0.5,11.0,21.0,57.0,0.11,232.0,301.0,87.0,23.0,105.0,35.06,58.0,TRUE
25.0,15.0,14.0,9.0,5.0,26.0,8.0,0.1,12.0,2.0,6.0,0.75,47.0,4.0,0.0,73.0,2.0,76.97,31.91,78348.5,0.82,398.0,0.03,4352.69,2455.63,0.5,7.0,13.0,41.0,0.07,178.0,220.0,53.0,19.0,115.0,16.09,82.0,TRUE
3.0,3.0,1.0,1.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,5.0,1.0,0.0,7.0,1.0,17.84,6.19,682.86,0.04,27.0,0.16,37.94,110.36,0.5,1.0,2.0,5.0,0.15,11.0,16.0,8.0,9.0,13.0,12.5,8.0,TRUE
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,6.0,1.0,0.0,8.0,1.0,20.45,10.23,2140.43,0.07,44.0,0.1,118.91,209.22,0.5,1.0,2.0,6.0,0.18,19.0,25.0,13.0,14.0,11.0,0.0,8.0,FALSE
8.0,3.0,4.0,0.0,16.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,9.0,1.0,0.0,11.0,0.0,25.93,6.0,933.54,0.05,36.0,0.17,51.86,155.59,0.5,1.0,2.0,9.0,0.05,12.0,24.0,10.0,10.0,37.0,59.26,11.0,FALSE
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,1.0,0.5,6.0,1.0,0.0,4.0,0.0,16.07,4.5,325.53,0.02,19.0,0.22,18.08,72.34,0.5,1.0,2.0,6.0,0.18,5.0,14.0,5.0,9.0,11.0,0.0,4.0,FALSE
2.0,5.0,2.0,0.0,0.0,8.0,3.0,0.5,4.0,2.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,17.34,8.25,1180.25,0.05,35.0,0.12,65.57,143.06,0.33,2.0,4.0,10.0,0.21,9.0,26.0,6.0,11.0,14.0,0.0,6.0,FALSE
4.0,5.0,0.0,2.0,2.0,8.0,3.0,0.15,4.0,2.0,1.0,0.33,10.0,1.0,0.0,18.0,0.0,20.53,12.14,3027.64,0.08,61.0,0.08,168.2,249.34,0.33,2.0,4.0,9.0,0.11,17.0,44.0,7.0,10.0,28.0,18.18,20.0,TRUE
1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,3.0,1.0,8.0,3.0,1.0,6.0,0.0,19.38,5.06,496.63,0.03,24.0,0.2,27.59,98.1,1.0,0.0,0.0,7.0,0.3,9.0,15.0,8.0,9.0,10.0,0.0,6.0,FALSE
15.0,15.0,12.0,0.0,50.0,28.0,8.0,0.11,14.0,2.0,6.0,0.75,41.0,1.0,0.0,73.0,1.0,134.45,7.83,8234.67,0.35,182.0,0.13,457.48,1052.21,0.13,7.0,14.0,35.0,0.06,80.0,102.0,46.0,9.0,140.0,40.65,73.0,FALSE
3.0,7.0,2.0,20.0,5.0,12.0,4.0,0.18,6.0,2.0,4.0,1.0,15.0,1.0,0.0,2.0,0.0,21.59,13.59,3988.08,0.1,64.0,0.07,221.56,293.44,0.25,3.0,6.0,13.0,0.13,23.0,41.0,11.0,13.0,32.0,92.59,22.0,TRUE
33.0,29.0,7.0,9.0,20.0,52.0,15.0,0.25,24.0,2.0,8.0,0.53,67.0,3.0,0.0,51.0,0.0,34.92,44.83,70169.94,0.52,272.0,0.02,3898.33,1565.33,0.2,14.0,26.0,54.0,0.13,104.0,168.0,29.0,25.0,115.0,36.25,60.0,FALSE
8.0,5.0,0.0,2.0,9.0,8.0,3.0,0.09,4.0,2.0,1.0,0.33,11.0,1.0,0.0,32.0,5.0,17.32,73.18,92777.91,0.42,273.0,0.01,5154.33,1267.77,0.33,2.0,4.0,10.0,0.05,115.0,158.0,11.0,14.0,60.0,25.58,34.0,TRUE
2.0,9.0,3.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,4.0,0.8,21.0,1.0,0.0,10.0,0.0,19.67,13.36,3508.99,0.09,63.0,0.07,194.94,262.71,0.2,0.0,0.0,18.0,0.28,17.0,46.0,7.0,11.0,18.0,0.0,10.0,FALSE
11.0,7.0,3.0,1.0,8.0,12.0,4.0,0.17,6.0,2.0,2.0,0.5,17.0,1.0,0.0,23.0,0.0,23.89,23.0,12637.26,0.18,108.0,0.04,702.07,549.45,0.25,3.0,6.0,15.0,0.09,46.0,62.0,17.0,17.0,45.0,28.13,24.0,TRUE
9.0,7.0,3.0,1.0,5.0,12.0,4.0,0.15,6.0,2.0,4.0,1.0,16.0,1.0,0.0,26.0,0.0,23.42,21.94,11272.23,0.17,101.0,0.05,626.23,513.83,0.25,3.0,6.0,14.0,0.09,39.0,62.0,16.0,18.0,43.0,18.75,27.0,TRUE
1.0,5.0,1.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,2.0,0.67,10.0,3.0,1.0,6.0,2.0,8.38,10.0,837.62,0.03,22.0,0.1,46.53,83.76,1.0,0.0,0.0,9.0,0.33,8.0,14.0,4.0,10.0,9.0,0.0,6.0,FALSE
11.0,7.0,0.0,15.0,8.0,12.0,4.0,0.16,6.0,2.0,1.0,0.25,16.0,1.0,0.0,10.0,0.0,25.55,25.31,16365.59,0.22,136.0,0.04,909.2,646.66,0.25,3.0,6.0,14.0,0.09,47.0,89.0,13.0,14.0,46.0,69.7,25.0,TRUE
6.0,3.0,1.0,1.0,1.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,1.0,22.66,10.31,2409.37,0.08,55.0,0.1,133.85,233.64,0.5,1.0,2.0,6.0,0.11,15.0,40.0,8.0,11.0,19.0,18.18,10.0,TRUE
6.0,3.0,1.0,16.0,3.0,4.0,2.0,0.09,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,0.0,102.56,11.0,12409.79,0.38,202.0,0.09,689.43,1128.16,0.5,1.0,2.0,7.0,0.06,74.0,128.0,37.0,11.0,34.0,73.08,23.0,TRUE
10.0,1.0,9.0,0.0,22.0,0.0,1.0,0.06,0.0,0.0,1.0,1.0,17.0,1.0,0.0,18.0,0.0,71.72,5.25,1976.72,0.13,76.0,0.19,109.82,376.52,1.0,0.0,0.0,18.0,0.02,36.0,40.0,24.0,7.0,52.0,55.0,18.0,FALSE
4.0,1.0,3.0,0.0,9.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,18.91,5.5,572.0,0.03,26.0,0.18,31.78,104.0,1.0,0.0,0.0,5.0,0.05,11.0,15.0,8.0,8.0,20.0,64.29,5.0,FALSE
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,3.0,0.17,2.0,5.0,2.0,4.0,6.0,33.33,3.0,FALSE
7.0,13.0,5.0,9.0,9.0,24.0,7.0,0.22,12.0,2.0,6.0,0.86,30.0,1.0,0.0,23.0,0.0,33.28,16.03,8555.65,0.18,111.0,0.06,475.31,533.62,0.14,6.0,12.0,25.0,0.14,37.0,74.0,15.0,13.0,50.0,43.9,32.0,TRUE
3.0,3.0,1.0,0.0,1.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,8.0,1.0,0.0,12.0,0.0,15.49,22.5,7840.29,0.12,76.0,0.04,435.57,348.46,0.5,1.0,2.0,8.0,0.11,27.0,49.0,9.0,15.0,18.0,7.69,12.0,FALSE
3.0,3.0,2.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,18.89,5.63,597.79,0.04,26.0,0.18,33.21,106.27,0.5,1.0,2.0,7.0,0.15,10.0,16.0,8.0,9.0,13.0,0.0,8.0,FALSE
2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.02,0.0,0.0,1.0,1.0,1.0,1.0,0.0,54.0,0.0,215.91,13.45,39084.89,0.97,486.0,0.07,2171.38,2904.96,1.0,0.0,0.0,2.0,0.02,185.0,301.0,55.0,8.0,60.0,3.57,54.0,FALSE
1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.0,0.5,6.0,1.0,0.0,4.0,0.0,15.63,5.0,390.69,0.03,20.0,0.2,21.7,78.14,0.5,0.0,0.0,6.0,0.18,5.0,15.0,5.0,10.0,11.0,0.0,4.0,FALSE
9.0,1.0,4.0,0.0,3.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,5.0,1.0,0.0,8.0,1.0,21.89,4.0,350.28,0.03,23.0,0.25,19.46,87.57,1.0,0.0,0.0,6.0,0.05,8.0,15.0,7.0,7.0,22.0,27.27,8.0,FALSE
2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,11.58,2.67,82.35,0.01,11.0,0.38,4.57,30.88,1.0,0.0,0.0,2.0,0.11,4.0,7.0,3.0,4.0,9.0,25.0,4.0,TRUE
31.0,7.0,4.0,8.0,23.0,10.0,4.0,0.14,4.0,2.0,3.0,0.75,16.0,3.0,0.0,21.0,2.0,30.02,21.27,13585.43,0.21,120.0,0.05,754.75,638.63,0.75,3.0,5.0,14.0,0.05,52.0,68.0,22.0,18.0,84.0,59.62,29.0,FALSE
4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,11.62,3.0,104.61,0.01,11.0,0.33,5.81,34.87,1.0,0.0,0.0,3.0,0.09,3.0,8.0,3.0,6.0,11.0,60.0,3.0,TRUE
3.0,5.0,1.0,4.0,0.0,8.0,3.0,0.27,4.0,2.0,2.0,0.67,9.0,1.0,0.0,7.0,1.0,20.85,5.0,521.24,0.03,25.0,0.2,28.96,104.25,0.33,2.0,4.0,8.0,0.19,10.0,15.0,9.0,9.0,16.0,36.36,11.0,TRUE
9.0,17.0,1.0,11.0,2.0,22.0,9.0,0.2,6.0,3.0,2.0,0.22,29.0,7.0,0.0,33.0,0.0,21.71,36.56,29017.62,0.26,156.0,0.03,1612.09,793.64,0.78,8.0,11.0,22.0,0.16,65.0,91.0,16.0,18.0,57.0,28.26,44.0,TRUE
10.0,3.0,5.0,0.0,4.0,4.0,2.0,0.12,2.0,2.0,2.0,1.0,10.0,1.0,0.0,17.0,1.0,45.17,6.32,1801.85,0.1,60.0,0.16,100.1,285.29,0.5,1.0,2.0,10.0,0.06,30.0,30.0,19.0,8.0,33.0,19.05,17.0,FALSE
31.0,23.0,15.0,11.0,17.0,42.0,12.0,0.14,20.0,2.0,10.0,0.83,61.0,4.0,0.0,74.0,0.0,71.39,24.46,42701.09,0.58,291.0,0.04,2372.28,1746.0,0.33,11.0,21.0,51.0,0.09,125.0,166.0,46.0,18.0,135.0,27.45,85.0,TRUE
3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,3.0,0.13,2.0,5.0,2.0,4.0,8.0,0.0,3.0,FALSE
